trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign
greenA,7:02:00,7:02:00,China Basin,6,to 654 Minnesota St.
greenA,7:10:00,7:10:00,MBW,7,to 654 Minnesota St.
greenA,7:16:00,7:16:00,654 Minnesota,8,to China Basin
greenA,7:25:00,7:25:00,MBE,9,to China Basin
greenA,7:32:00,7:32:00,China Basin,10,to 654 Minnesota St.
greenA,7:40:00,7:40:00,MBW,11,to 654 Minnesota St.
greenA,7:46:00,7:46:00,654 Minnesota,12,to China Basin
greenA,7:55:00,7:55:00,MBE,13,to China Basin
greenA,8:02:00,8:02:00,China Basin,14,to 654 Minnesota St.
greenA,8:10:00,8:10:00,MBW,15,to 654 Minnesota St.
greenA,8:16:00,8:16:00,654 Minnesota,16,to China Basin
greenA,8:25:00,8:25:00,MBE,17,to China Basin
greenA,8:32:00,8:32:00,China Basin,18,to 654 Minnesota St.
greenA,8:40:00,8:40:00,MBW,19,to 654 Minnesota St.
greenA,8:46:00,8:46:00,654 Minnesota,20,to China Basin
greenA,8:55:00,8:55:00,MBE,21,to China Basin
greenA,9:02:00,9:02:00,China Basin,22,to 654 Minnesota St.
greenA,9:10:00,9:10:00,MBW,23,to 654 Minnesota St.
greenA,9:16:00,9:16:00,654 Minnesota,24,to China Basin
greenA,9:25:00,9:25:00,MBE,25,to China Basin
greenA,9:32:00,9:32:00,China Basin,26,to 654 Minnesota St.
greenA,9:40:00,9:40:00,MBW,27,to 654 Minnesota St.
greenA,9:46:00,9:46:00,654 Minnesota,28,to China Basin
greenA,9:55:00,9:55:00,MBE,29,to China Basin
greenA,10:02:00,10:02:00,China Basin,30,to 654 Minnesota St.
greenA,10:10:00,10:10:00,MBW,31,to 654 Minnesota St.
greenA,10:16:00,10:16:00,654 Minnesota,32,to China Basin
greenA,10:25:00,10:25:00,MBE,33,to China Basin
greenA,10:32:00,10:32:00,China Basin,34,to 654 Minnesota St.
greenA,10:40:00,10:40:00,MBW,35,to 654 Minnesota St.
greenA,10:46:00,10:46:00,654 Minnesota,36,to China Basin
greenA,10:55:00,10:55:00,MBE,37,to China Basin
greenA,11:02:00,11:02:00,China Basin,38,to 654 Minnesota St.
greenA,11:10:00,11:10:00,MBW,39,to 654 Minnesota St.
greenA,11:16:00,11:16:00,654 Minnesota,40,to China Basin
greenA,11:25:00,11:25:00,MBE,41,to China Basin
greenA,11:32:00,11:32:00,China Basin,42,to 654 Minnesota St.
greenA,11:40:00,11:40:00,MBW,43,to 654 Minnesota St.
greenA,11:46:00,11:46:00,654 Minnesota,44,to China Basin
greenA,11:55:00,11:55:00,MBE,45,to China Basin
greenA,12:02:00,12:02:00,China Basin,46,to 654 Minnesota St.
greenA,12:10:00,12:10:00,MBW,47,to 654 Minnesota St.
greenA,12:16:00,12:16:00,654 Minnesota,48,to China Basin
greenA,12:25:00,12:25:00,MBE,49,to China Basin
greenA,12:32:00,12:32:00,China Basin,50,to 654 Minnesota St.
greenA,12:40:00,12:40:00,MBW,51,to 654 Minnesota St.
greenA,12:46:00,12:46:00,654 Minnesota,52,to China Basin
greenA,12:55:00,12:55:00,MBE,53,to China Basin
greenA,13:02:00,13:02:00,China Basin,54,to 654 Minnesota St.
greenA,13:10:00,13:10:00,MBW,55,to 654 Minnesota St.
greenA,13:16:00,13:16:00,654 Minnesota,56,to China Basin
greenA,13:25:00,13:25:00,MBE,57,to China Basin
greenA,13:32:00,13:32:00,China Basin,58,to 654 Minnesota St.
greenA,13:40:00,13:40:00,MBW,59,to 654 Minnesota St.
greenA,13:46:00,13:46:00,654 Minnesota,60,to China Basin
greenA,13:55:00,13:55:00,MBE,61,to China Basin
greenA,14:02:00,14:02:00,China Basin,62,to 654 Minnesota St.
greenA,14:10:00,14:10:00,MBW,63,to 654 Minnesota St.
greenA,14:16:00,14:16:00,654 Minnesota,64,to China Basin
greenA,14:25:00,14:25:00,MBE,65,to China Basin
greenA,14:32:00,14:32:00,China Basin,66,to 654 Minnesota St.
greenA,14:40:00,14:40:00,MBW,67,to 654 Minnesota St.
greenA,14:46:00,14:46:00,654 Minnesota,68,to China Basin
greenA,14:55:00,14:55:00,MBE,69,to China Basin
greenA,15:02:00,15:02:00,China Basin,70,to 654 Minnesota St.
greenA,15:10:00,15:10:00,MBW,71,to 654 Minnesota St.
greenA,15:16:00,15:16:00,654 Minnesota,72,to China Basin
greenA,15:25:00,15:25:00,MBE,73,to China Basin
greenA,15:32:00,15:32:00,China Basin,74,to 654 Minnesota St.
greenA,15:40:00,15:40:00,MBW,75,to 654 Minnesota St.
greenA,15:46:00,15:46:00,654 Minnesota,76,to China Basin
greenA,15:55:00,15:55:00,MBE,77,to China Basin
greenA,16:02:00,16:02:00,China Basin,78,to 654 Minnesota St.
greenA,16:10:00,16:10:00,MBW,79,to 654 Minnesota St.
greenA,16:16:00,16:16:00,654 Minnesota,80,to China Basin
greenA,16:25:00,16:25:00,MBE,81,to China Basin
greenA,16:32:00,16:32:00,China Basin,82,to 654 Minnesota St.
greenA,16:40:00,16:40:00,MBW,83,to 654 Minnesota St.
greenA,16:46:00,16:46:00,654 Minnesota,84,to China Basin
greenA,16:55:00,16:55:00,MBE,85,to China Basin
greenA,17:02:00,17:02:00,China Basin,86,to 654 Minnesota St.
greenA,17:10:00,17:10:00,MBW,87,to 654 Minnesota St.
greenA,17:16:00,17:16:00,654 Minnesota,88,to China Basin
greenA,17:25:00,17:25:00,MBE,89,to China Basin
greenA,17:32:00,17:32:00,China Basin,90,to 654 Minnesota St.
greenA,17:40:00,17:40:00,MBW,91,to 654 Minnesota St.
greenA,17:46:00,17:46:00,654 Minnesota,92,to China Basin
greenA,17:55:00,17:55:00,MBE,93,to China Basin
greenA,18:02:00,18:02:00,China Basin,94,to 654 Minnesota St.
greenA,18:10:00,18:10:00,MBW,95,to 654 Minnesota St.
greenA,18:16:00,18:16:00,654 Minnesota,96,to China Basin
greenA,18:25:00,18:25:00,MBE,97,to China Basin
greenA,18:32:00,18:32:00,China Basin,98,to Mission Bay
greenA,18:40:00,18:40:00,MBW,99,to Mission Bay
greenB,6:40:00,6:40:00,MBE,1,to China Basin
greenB,6:47:00,6:47:00,China Basin,2,
greenB,6:55:00,6:55:00,MBW,3,to 654 Minnesota St.
greenB,7:01:00,7:01:00,654 Minnesota,4,
greenB,7:10:00,7:10:00,MBE,5,to China Basin
greenB,7:17:00,7:17:00,China Basin,6,
greenB,7:25:00,7:25:00,MBW,7,to 654 Minnesota St.
greenB,7:31:00,7:31:00,654 Minnesota,8,
greenB,7:40:00,7:40:00,MBE,9,to China Basin
greenB,7:47:00,7:47:00,China Basin,10,
greenB,7:55:00,7:55:00,MBW,11,to 654 Minnesota St.
greenB,8:01:00,8:01:00,654 Minnesota,12,
greenB,8:10:00,8:10:00,MBE,13,to China Basin
greenB,8:17:00,8:17:00,China Basin,14,
greenB,8:25:00,8:25:00,MBW,15,to 654 Minnesota St.
greenB,8:31:00,8:31:00,654 Minnesota,16,
greenB,8:40:00,8:40:00,MBE,17,to China Basin
greenB,8:47:00,8:47:00,China Basin,18,
greenB,8:55:00,8:55:00,MBW,19,to 654 Minnesota St.
greenB,9:01:00,9:01:00,654 Minnesota,20,
greenB,9:10:00,9:10:00,MBE,21,to China Basin
greenB,9:17:00,9:17:00,China Basin,22,
greenB,9:25:00,9:25:00,MBW,23,to 654 Minnesota St.
greenB,9:31:00,9:31:00,654 Minnesota,24,
greenB,9:40:00,9:40:00,MBE,25,to China Basin
greenB,9:47:00,9:47:00,China Basin,26,
greenB,9:55:00,9:55:00,MBW,27,to 654 Minnesota St.
greenB,10:01:00,10:01:00,654 Minnesota,28,
greenB,10:10:00,10:10:00,MBE,29,to China Basin
greenB,10:17:00,10:17:00,China Basin,30,
greenB,10:25:00,10:25:00,MBW,31,to 654 Minnesota St.
greenB,10:31:00,10:31:00,654 Minnesota,32,
greenB,10:40:00,10:40:00,MBE,33,to China Basin
greenB,10:47:00,10:47:00,China Basin,34,
greenB,10:55:00,10:55:00,MBW,35,to 654 Minnesota St.
greenB,11:01:00,11:01:00,654 Minnesota,36,
greenB,11:10:00,11:10:00,MBE,37,to China Basin
greenB,11:17:00,11:17:00,China Basin,38,
greenB,11:25:00,11:25:00,MBW,39,to 654 Minnesota St.
greenB,11:31:00,11:31:00,654 Minnesota,40,
greenB,11:40:00,11:40:00,MBE,41,to China Basin
greenB,11:47:00,11:47:00,China Basin,42,
greenB,11:55:00,11:55:00,MBW,43,to 654 Minnesota St.
greenB,12:01:00,12:01:00,654 Minnesota,44,
greenB,12:10:00,12:10:00,MBE,45,to China Basin
greenB,12:17:00,12:17:00,China Basin,46,
greenB,12:25:00,12:25:00,MBW,47,to 654 Minnesota St.
greenB,12:31:00,12:31:00,654 Minnesota,48,
greenB,12:40:00,12:40:00,MBE,49,to China Basin
greenB,12:47:00,12:47:00,China Basin,50,
greenB,12:55:00,12:55:00,MBW,51,to 654 Minnesota St.
greenB,13:01:00,13:01:00,654 Minnesota,52,
greenB,13:10:00,13:10:00,MBE,53,to China Basin
greenB,13:17:00,13:17:00,China Basin,54,
greenB,13:25:00,13:25:00,MBW,55,to 654 Minnesota St.
greenB,13:31:00,13:31:00,654 Minnesota,56,
greenB,13:40:00,13:40:00,MBE,57,to China Basin
greenB,13:47:00,13:47:00,China Basin,58,
greenB,13:55:00,13:55:00,MBW,59,to 654 Minnesota St.
greenB,14:01:00,14:01:00,654 Minnesota,60,
greenB,14:10:00,14:10:00,MBE,61,to China Basin
greenB,14:17:00,14:17:00,China Basin,62,
greenB,14:25:00,14:25:00,MBW,63,to 654 Minnesota St.
greenB,14:31:00,14:31:00,654 Minnesota,64,
greenB,14:40:00,14:40:00,MBE,65,to China Basin
greenB,14:47:00,14:47:00,China Basin,66,
greenB,14:55:00,14:55:00,MBW,67,to 654 Minnesota St.
greenB,15:01:00,15:01:00,654 Minnesota,68,
greenB,15:10:00,15:10:00,MBE,69,to China Basin
greenB,15:17:00,15:17:00,China Basin,70,
greenB,15:25:00,15:25:00,MBW,71,to 654 Minnesota St.
greenB,15:31:00,15:31:00,654 Minnesota,72,
greenB,15:40:00,15:40:00,MBE,73,to China Basin
greenB,15:47:00,15:47:00,China Basin,74,
greenB,15:55:00,15:55:00,MBW,75,to 654 Minnesota St.
greenB,16:01:00,16:01:00,654 Minnesota,76,
greenB,16:10:00,16:10:00,MBE,77,to China Basin
greenB,16:17:00,16:17:00,China Basin,78,
greenB,16:25:00,16:25:00,MBW,79,to 654 Minnesota St.
greenB,16:31:00,16:31:00,654 Minnesota,80,
greenB,16:40:00,16:40:00,MBE,81,to China Basin
greenB,16:47:00,16:47:00,China Basin,82,
greenB,16:55:00,16:55:00,MBW,83,to 654 Minnesota St.
greenB,17:01:00,17:01:00,654 Minnesota,84,
greenB,17:10:00,17:10:00,MBE,85,to China Basin
greenB,17:17:00,17:17:00,China Basin,86,
greenB,17:25:00,17:25:00,MBW,87,to 654 Minnesota St.
greenB,17:31:00,17:31:00,654 Minnesota,88,
greenB,17:40:00,17:40:00,MBE,89,to China Basin
greenB,17:47:00,17:47:00,China Basin,90,
greenB,17:55:00,17:55:00,MBW,91,to 654 Minnesota St.
greenB,18:01:00,18:01:00,654 Minnesota,92,
greenB,18:10:00,18:10:00,MBE,93,to China Basin
greenB,18:17:00,18:17:00,China Basin,94,
greenB,18:25:00,18:25:00,MBW,95,to 654 Minnesota St.
greenB,18:31:00,18:31:00,654 Minnesota,96,
greenB,18:40:00,18:40:00,MBE,97,to China Basin
greenB,18:47:00,18:47:00,China Basin,98,
greenB,18:55:00,18:55:00,MBW,99,to 654 Minnesota St.
greenB,19:01:00,19:01:00,654 Minnesota,100,
bronzeA,6:45:00,6:45:00,LPPI,1,
bronzeA,6:50:00,6:50:00,Aldea Housing,2,
bronzeA,6:54:00,6:54:00,SurgeWoods,3,
bronzeA,6:55:00,6:55:00,Parnassus ACC,4,
bronzeA,7:07:00,7:07:00,LPPI,5,
bronzeA,7:12:00,7:12:00,Aldea Housing,6,
bronzeA,7:16:00,7:16:00,SurgeWoods,7,
bronzeA,7:17:00,7:17:00,Parnassus ACC,8,
bronzeA,7:26:00,7:26:00,Parnassus Library,9,
bronzeA,7:34:00,7:34:00,LPPI,10,
bronzeA,7:39:00,7:39:00,Aldea Housing,11,
bronzeA,7:43:00,7:43:00,SurgeWoods,12,
bronzeA,7:44:00,7:44:00,Parnassus ACC,13,
bronzeA,7:53:00,7:53:00,Parnassus Library,14,
bronzeA,8:01:00,8:01:00,LPPI,15,
bronzeA,8:06:00,8:06:00,Aldea Housing,16,
bronzeA,8:10:00,8:10:00,SurgeWoods,17,
bronzeA,8:11:00,8:11:00,Parnassus ACC,18,
bronzeA,8:23:00,8:23:00,LPPI,19,
bronzeA,8:28:00,8:28:00,Aldea Housing,20,
bronzeA,8:32:00,8:32:00,SurgeWoods,21,
bronzeA,8:33:00,8:33:00,Parnassus ACC,22,
bronzeA,8:45:00,8:45:00,LPPI,23,
bronzeA,8:50:00,8:50:00,Aldea Housing,24,
bronzeA,8:54:00,8:54:00,SurgeWoods,25,
bronzeA,8:55:00,8:55:00,Parnassus ACC,26,
bronzeA,9:04:00,9:04:00,Parnassus Library,27,
bronzeA,9:12:00,9:12:00,LPPI,28,
bronzeA,9:17:00,9:17:00,Aldea Housing,29,
bronzeA,9:21:00,9:21:00,SurgeWoods,30,
bronzeA,9:22:00,9:22:00,Parnassus ACC,31,
bronzeA,9:31:00,9:31:00,Parnassus Library,32,
bronzeA,9:39:00,9:39:00,LPPI,33,
bronzeA,9:44:00,9:44:00,Aldea Housing,34,
bronzeA,9:48:00,9:48:00,SurgeWoods,35,
bronzeA,9:49:00,9:49:00,Parnassus ACC,36,
bronzeA,9:58:00,9:58:00,Parnassus Library,37,
bronzeA,10:06:00,10:06:00,LPPI,38,
bronzeA,10:11:00,10:11:00,Aldea Housing,39,
bronzeA,10:15:00,10:15:00,SurgeWoods,40,
bronzeA,10:16:00,10:16:00,Parnassus ACC,41,
bronzeA,10:25:00,10:25:00,Parnassus Library,42,
bronzeA,10:33:00,10:33:00,LPPI,43,
bronzeA,10:38:00,10:38:00,Aldea Housing,44,
bronzeA,10:42:00,10:42:00,SurgeWoods,45,
bronzeA,10:43:00,10:43:00,Parnassus ACC,46,
bronzeA,10:52:00,10:52:00,Parnassus Library,47,
bronzeB,7:00:00,7:00:00,LPPI,1,
bronzeB,7:05:00,7:05:00,Aldea Housing,2,
bronzeB,7:09:00,7:09:00,SurgeWoods,3,
bronzeB,7:10:00,7:10:00,Parnassus ACC,4,
bronzeB,7:22:00,7:22:00,LPPI,5,
bronzeB,7:27:00,7:27:00,Aldea Housing,6,
bronzeB,7:31:00,7:31:00,SurgeWoods,7,
bronzeB,7:32:00,7:32:00,Parnassus ACC,8,
bronzeB,7:44:00,7:44:00,LPPI,9,
bronzeB,7:49:00,7:49:00,Aldea Housing,10,
bronzeB,7:53:00,7:53:00,SurgeWoods,11,
bronzeB,7:54:00,7:54:00,Parnassus ACC,12,
bronzeB,8:03:00,8:03:00,Parnassus Library,13,
bronzeB,8:11:00,8:11:00,LPPI,14,
bronzeB,8:16:00,8:16:00,Aldea Housing,15,
bronzeB,8:20:00,8:20:00,SurgeWoods,16,
bronzeB,8:21:00,8:21:00,Parnassus ACC,17,
bronzeB,8:30:00,8:30:00,Parnassus Library,18,
bronzeB,8:38:00,8:38:00,LPPI,19,
bronzeB,8:43:00,8:43:00,Aldea Housing,20,
bronzeB,8:47:00,8:47:00,SurgeWoods,21,
bronzeB,8:48:00,8:48:00,Parnassus ACC,22,
bronzeB,8:57:00,8:57:00,Parnassus Library,23,
bronzeB,9:05:00,9:05:00,LPPI,24,
bronzeB,9:10:00,9:10:00,Aldea Housing,25,
bronzeB,9:14:00,9:14:00,SurgeWoods,26,
bronzeB,9:15:00,9:15:00,Parnassus ACC,27,
bronzeB,9:27:00,9:27:00,LPPI,28,
bronzeB,9:32:00,9:32:00,Aldea Housing,29,
bronzeB,9:36:00,9:36:00,SurgeWoods,30,
bronzeB,9:37:00,9:37:00,Parnassus ACC,31,
bronzeB,9:46:00,9:46:00,Parnassus Library,32,
bronzeB,9:54:00,9:54:00,LPPI,33,
bronzeB,9:59:00,9:59:00,Aldea Housing,34,
bronzeB,10:03:00,10:03:00,SurgeWoods,35,
bronzeB,10:04:00,10:04:00,Parnassus ACC,36,
bronzeB,10:13:00,10:13:00,Parnassus Library,37,
bronzeB,10:21:00,10:21:00,LPPI,38,
bronzeB,10:26:00,10:26:00,Aldea Housing,39,
bronzeB,10:30:00,10:30:00,SurgeWoods,40,
bronzeB,10:31:00,10:31:00,Parnassus ACC,41,
bronzeB,10:40:00,10:40:00,Parnassus Library,42,
bronzeB,10:48:00,10:48:00,LPPI,43,
bronzeB,10:53:00,10:53:00,Aldea Housing,44,
bronzeB,10:57:00,10:57:00,SurgeWoods,45,
bronzeB,10:58:00,10:58:00,Parnassus ACC,46,
bronzeB,11:07:00,11:07:00,Parnassus Library,47,
bronzeB,11:15:00,11:15:00,LPPI,48,
bronzeB,11:20:00,11:20:00,Aldea Housing,49,
bronzeB,11:24:00,11:24:00,SurgeWoods,50,
bronzeB,11:25:00,11:25:00,Parnassus ACC,51,
bronzeB,11:34:00,11:34:00,Parnassus Library,52,
bronzeB,11:42:00,11:42:00,LPPI,53,
bronzeB,11:47:00,11:47:00,Aldea Housing,54,
bronzeB,11:51:00,11:51:00,SurgeWoods,55,
bronzeB,11:52:00,11:52:00,Parnassus ACC,56,
bronzeB,12:01:00,12:01:00,Parnassus Library,57,
bronzeB,12:09:00,12:09:00,LPPI,58,
bronzeB,12:14:00,12:14:00,Aldea Housing,59,
bronzeB,12:18:00,12:18:00,SurgeWoods,60,
bronzeB,12:19:00,12:19:00,Parnassus ACC,61,
bronzeB,12:28:00,12:28:00,Parnassus Library,62,
bronzeB,12:36:00,12:36:00,LPPI,63,
bronzeB,12:41:00,12:41:00,Aldea Housing,64,
bronzeB,12:45:00,12:45:00,SurgeWoods,65,
bronzeB,12:46:00,12:46:00,Parnassus ACC,66,
bronzeB,12:55:00,12:55:00,Parnassus Library,67,
bronzeB,13:03:00,13:03:00,LPPI,68,
bronzeB,13:08:00,13:08:00,Aldea Housing,69,
bronzeB,13:12:00,13:12:00,SurgeWoods,70,
bronzeB,13:13:00,13:13:00,Parnassus ACC,71,
bronzeB,13:22:00,13:22:00,Parnassus Library,72,
bronzeB,13:30:00,13:30:00,LPPI,73,
bronzeB,13:35:00,13:35:00,Aldea Housing,74,
bronzeB,13:39:00,13:39:00,SurgeWoods,75,
bronzeB,13:40:00,13:40:00,Parnassus ACC,76,
bronzeB,13:49:00,13:49:00,Parnassus Library,77,
bronzeB,13:57:00,13:57:00,LPPI,78,
bronzeB,14:02:00,14:02:00,Aldea Housing,79,
bronzeB,14:06:00,14:06:00,SurgeWoods,80,
bronzeB,14:07:00,14:07:00,Parnassus ACC,81,
bronzeB,14:16:00,14:16:00,Parnassus Library,82,
bronzeB,14:24:00,14:24:00,LPPI,83,
bronzeB,14:29:00,14:29:00,Aldea Housing,84,
bronzeB,14:33:00,14:33:00,SurgeWoods,85,
bronzeB,14:34:00,14:34:00,Parnassus ACC,86,
bronzeB,14:43:00,14:43:00,Parnassus Library,87,
bronzeB,14:51:00,14:51:00,LPPI,88,
bronzeB,14:56:00,14:56:00,Aldea Housing,89,
bronzeB,15:00:00,15:00:00,SurgeWoods,90,
bronzeB,15:01:00,15:01:00,Parnassus ACC,91,
bronzeB,15:10:00,15:10:00,Parnassus Library,92,
bronzeB,15:18:00,15:18:00,LPPI,93,
bronzeB,15:23:00,15:23:00,Aldea Housing,94,
bronzeB,15:27:00,15:27:00,SurgeWoods,95,
bronzeB,15:28:00,15:28:00,Parnassus ACC,96,
bronzeB,15:37:00,15:37:00,Parnassus Library,97,
bronzeB,15:45:00,15:45:00,LPPI,98,
bronzeB,15:50:00,15:50:00,Aldea Housing,99,
bronzeB,15:54:00,15:54:00,SurgeWoods,100,
bronzeB,15:55:00,15:55:00,Parnassus ACC,101,
bronzeB,16:04:00,16:04:00,Parnassus Library,102,
bronzeB,16:12:00,16:12:00,LPPI,103,
bronzeB,16:17:00,16:17:00,Aldea Housing,104,
bronzeB,16:21:00,16:21:00,SurgeWoods,105,
bronzeB,16:22:00,16:22:00,Parnassus ACC,106,
bronzeB,16:31:00,16:31:00,Parnassus Library,107,
bronzeB,16:39:00,16:39:00,LPPI,108,
bronzeB,16:44:00,16:44:00,Aldea Housing,109,
bronzeB,16:48:00,16:48:00,SurgeWoods,110,
bronzeB,16:49:00,16:49:00,Parnassus ACC,111,
bronzeB,16:58:00,16:58:00,Parnassus Library,112,
bronzeB,17:06:00,17:06:00,LPPI,113,
bronzeB,17:11:00,17:11:00,Aldea Housing,114,
bronzeB,17:15:00,17:15:00,SurgeWoods,115,
bronzeB,17:16:00,17:16:00,Parnassus ACC,116,
bronzeB,17:25:00,17:25:00,Parnassus Library,117,
bronzeB,17:33:00,17:33:00,LPPI,118,
bronzeB,17:38:00,17:38:00,Aldea Housing,119,
bronzeB,17:42:00,17:42:00,SurgeWoods,120,
bronzeB,17:43:00,17:43:00,Parnassus ACC,121,
bronzeB,17:55:00,17:55:00,LPPI,122,
bronzeB,18:00:00,18:00:00,Aldea Housing,123,
bronzeB,18:04:00,18:04:00,SurgeWoods,124,
bronzeB,18:05:00,18:05:00,Parnassus ACC,125,
bronzeB,18:17:00,18:17:00,LPPI,126,
bronzeB,18:22:00,18:22:00,Aldea Housing,127,
bronzeB,18:26:00,18:26:00,SurgeWoods,128,
bronzeB,18:27:00,18:27:00,Parnassus ACC,129,
bronzeB,18:36:00,18:36:00,Parnassus Library,130,
bronzeC,15:00:00,15:00:00,LPPI,1,
bronzeC,15:05:00,15:05:00,Aldea Housing,2,
bronzeC,15:09:00,15:09:00,SurgeWoods,3,
bronzeC,15:10:00,15:10:00,Parnassus ACC,4,
bronzeC,15:19:00,15:19:00,Parnassus Library,5,
bronzeC,15:27:00,15:27:00,LPPI,6,
bronzeC,15:32:00,15:32:00,Aldea Housing,7,
bronzeC,15:36:00,15:36:00,SurgeWoods,8,
bronzeC,15:37:00,15:37:00,Parnassus ACC,9,
bronzeC,15:46:00,15:46:00,Parnassus Library,10,
bronzeC,15:54:00,15:54:00,LPPI,11,
bronzeC,15:59:00,15:59:00,Aldea Housing,12,
bronzeC,16:03:00,16:03:00,SurgeWoods,13,
bronzeC,16:04:00,16:04:00,Parnassus ACC,14,
bronzeC,16:13:00,16:13:00,Parnassus Library,15,
bronzeC,16:21:00,16:21:00,LPPI,16,
bronzeC,16:26:00,16:26:00,Aldea Housing,17,
bronzeC,16:30:00,16:30:00,SurgeWoods,18,
bronzeC,16:31:00,16:31:00,Parnassus ACC,19,
bronzeC,16:40:00,16:40:00,Parnassus Library,20,
bronzeC,16:48:00,16:48:00,LPPI,21,
bronzeC,16:53:00,16:53:00,Aldea Housing,22,
bronzeC,16:57:00,16:57:00,SurgeWoods,23,
bronzeC,16:58:00,16:58:00,Parnassus ACC,24,
bronzeC,17:07:00,17:07:00,Parnassus Library,25,
bronzeC,17:15:00,17:15:00,LPPI,26,
bronzeC,17:20:00,17:20:00,Aldea Housing,27,
bronzeC,17:24:00,17:24:00,SurgeWoods,28,
bronzeC,17:25:00,17:25:00,Parnassus ACC,29,
bronzeC,17:34:00,17:34:00,Parnassus Library,30,
yellowA,6:05:00,6:05:00,BART,1,
yellowA,6:12:00,6:12:00,MCB,2,
yellowA,6:15:00,6:15:00,2300 Harrison S,3,
yellowA,6:22:00,6:22:00,SFGH,4,
yellowA,6:29:00,6:29:00,2300 Harrison N,5,
yellowA,6:32:00,6:32:00,R. Lot,6,
yellowA,6:35:00,6:35:00,BART,7,
yellowA,6:42:00,6:42:00,MCB,8,
yellowA,6:45:00,6:45:00,2300 Harrison S,9,
yellowA,6:52:00,6:52:00,SFGH,10,
yellowA,6:59:00,6:59:00,2300 Harrison N,11,
yellowA,7:02:00,7:02:00,R. Lot,12,
yellowA,7:05:00,7:05:00,BART,13,
yellowA,7:12:00,7:12:00,MCB,14,
yellowA,7:15:00,7:15:00,2300 Harrison S,15,
yellowA,7:22:00,7:22:00,SFGH,16,
yellowA,7:29:00,7:29:00,2300 Harrison N,17,
yellowA,7:32:00,7:32:00,R. Lot,18,
yellowA,7:35:00,7:35:00,BART,19,
yellowA,7:42:00,7:42:00,MCB,20,
yellowA,7:45:00,7:45:00,2300 Harrison S,21,
yellowA,7:52:00,7:52:00,SFGH,22,
yellowA,7:59:00,7:59:00,2300 Harrison N,23,
yellowA,8:02:00,8:02:00,R. Lot,24,
yellowA,8:05:00,8:05:00,BART,25,
yellowA,8:12:00,8:12:00,MCB,26,
yellowA,8:15:00,8:15:00,2300 Harrison S,27,
yellowA,8:22:00,8:22:00,SFGH,28,
yellowA,8:29:00,8:29:00,2300 Harrison N,29,
yellowA,8:32:00,8:32:00,R. Lot,30,
yellowA,8:35:00,8:35:00,BART,31,
yellowA,8:42:00,8:42:00,MCB,32,
yellowA,8:45:00,8:45:00,2300 Harrison S,33,
yellowA,8:52:00,8:52:00,SFGH,34,
yellowA,8:59:00,8:59:00,2300 Harrison N,35,
yellowA,9:02:00,9:02:00,R. Lot,36,
yellowA,9:05:00,9:05:00,BART,37,
yellowA,9:12:00,9:12:00,MCB,38,
yellowA,9:15:00,9:15:00,2300 Harrison S,39,
yellowA,9:22:00,9:22:00,SFGH,40,
yellowA,9:29:00,9:29:00,2300 Harrison N,41,
yellowA,9:32:00,9:32:00,R. Lot,42,
yellowA,9:35:00,9:35:00,MCB,43,
yellowA,9:38:00,9:38:00,2300 Harrison S,44,
yellowA,9:45:00,9:45:00,SFGH,45,
yellowA,9:52:00,9:52:00,2300 Harrison N,46,
yellowA,9:55:00,9:55:00,MCB,47,
yellowA,9:58:00,9:58:00,2300 Harrison S,48,
yellowA,10:05:00,10:05:00,SFGH,49,
yellowA,10:12:00,10:12:00,2300 Harrison N,50,
yellowA,10:15:00,10:15:00,MCB,51,
yellowA,10:18:00,10:18:00,2300 Harrison S,52,
yellowA,10:25:00,10:25:00,SFGH,53,
yellowA,10:32:00,10:32:00,2300 Harrison N,54,
yellowA,10:35:00,10:35:00,MCB,55,
yellowA,10:38:00,10:38:00,2300 Harrison S,56,
yellowA,10:45:00,10:45:00,SFGH,57,
yellowA,10:52:00,10:52:00,2300 Harrison N,58,
yellowA,10:55:00,10:55:00,MCB,59,
yellowA,10:58:00,10:58:00,2300 Harrison S,60,
yellowA,11:05:00,11:05:00,SFGH,61,
yellowA,11:12:00,11:12:00,2300 Harrison N,62,
yellowA,11:15:00,11:15:00,MCB,63,
yellowA,11:18:00,11:18:00,2300 Harrison S,64,
yellowA,11:25:00,11:25:00,SFGH,65,
yellowA,11:32:00,11:32:00,2300 Harrison N,66,
yellowA,11:35:00,11:35:00,MCB,67,
yellowA,11:38:00,11:38:00,2300 Harrison S,68,
yellowA,11:45:00,11:45:00,SFGH,69,
yellowA,11:52:00,11:52:00,2300 Harrison N,70,
yellowA,11:55:00,11:55:00,MCB,71,
yellowA,11:58:00,11:58:00,2300 Harrison S,72,
yellowA,12:05:00,12:05:00,SFGH,73,
yellowA,12:12:00,12:12:00,2300 Harrison N,74,
yellowA,12:15:00,12:15:00,MCB,75,
yellowA,12:18:00,12:18:00,2300 Harrison S,76,
yellowA,12:25:00,12:25:00,SFGH,77,
yellowA,12:32:00,12:32:00,2300 Harrison N,78,
yellowA,12:35:00,12:35:00,MCB,79,
yellowA,12:38:00,12:38:00,2300 Harrison S,80,
yellowA,12:45:00,12:45:00,SFGH,81,
yellowA,12:52:00,12:52:00,2300 Harrison N,82,
yellowA,12:55:00,12:55:00,MCB,83,
